,legacyId,parentId,qubitParentSlug,identifier,accessionNumber,title,levelOfDescription,extentAndMedium,repository,archivalHistory,acquisition,scopeAndContent,appraisal,accruals,arrangement,accessConditions,reproductionConditions,language,script,languageNote,physicalCharacteristics,findingAids,locationOfOriginals,locationOfCopies,relatedUnitsOfDescription,publicationNote,digitalObjectURI,digitalObjectChecksum,generalNote,subjectAccessPoints,placeAccessPoints,nameAccessPoints,genreAccessPoints,descriptionIdentifier,institutionIdentifier,rules,descriptionStatus,levelOfDetail,revisionHistory,languageOfDescription,scriptOfDescription,sources,archivistNote,publicationStatus,physicalObjectName,physicalObjectLocation,physicalObjectType,alternativeIdentifiers,alternativeIdentifierLabels,eventDates,eventTypes,eventStartDates,eventEndDates,eventDescriptions,eventActors,eventActorHistories,eventPlaces,culture
298,,121502.0,,282,,"Wakil Perdana Menteri yang berkedudukan di Kutaraja: Instruksi tgl. 20 Agustus 1949 tentang hak, tugas dan kewajiban dari Wakil Perdana Menteri yang berkedudukan di Kutaraja.",Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Stensilan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
299,,121502.0,,283,,Presiden RI: Maklumat No. 1 bulan Juni 1946 tentang Dewan Pertahanan Daerah Surakarta.,Item,3 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
300,,121502.0,,284,,Presiden RI: Maklumat No. 2 tgl. 2 Oktober 1946 tentang pencabutan Maklumat Presiden No. 1 tahun 1946.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
301,,121502.0,,285,,Presiden RI: Makkumat No. 3 tgl. 2 Oktober 1946 tentang pengesahan Susunan Kabinet yang diajukan oleh Soetan Sjahrir.,Item,7 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
302,,121502.0,,286,,Presiden RI: Maklumat-maklumat No. 1 tahun 1946 dan No. 6 tahun 1947 tgl. 29 Juni 1946 dan 27 Juni 1947 tentang pengambilan kekuasaan Pemerintah sepenuh-penuhnya untuk sementara waktu oleh Presiden RI.,Item,9 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Duplikat,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
303,,121502.0,,287,,"Presiden RI: Maklumat No. 7 tgl. 3 Juli 1947 tentang pencabutan Maklumat Presiden No. 6 tahun 1947 dan pengesahan Susunan Kabinet yang telah diajukan oleh Mr. Amir Sjarifoeddin, Dr. A.K. Gani dan Drs. Setyadjit.",Item,3 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
304,,121502.0,,288,,Presiden RI: Maklumat-maklumat No. 4 dan No. 5 tgl. 3 Maret 1948 dan April 1948 tentang tanah conversie dalam Daerah Surakarta dan Jogjakarta.,Item,4 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
305,,121502.0,,289,,Presiden RI dan Komite Nasional Pusat: Maklumat tgl. 14 Desember 1949 tentang pengakuan Kedaulatan Negara Republik Indonesia Serikat atas seluruh Daerah Indonesia.,Item,4 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Stensilan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
306,,121502.0,,290,,Presiden RI Panglima Tertinggi Angkatan Perang kepada Kementerian Pertahanan dan Pucuk Pimpinan Angkatan Perang: Surat Perintah No. 2/PT/48 tgl. 28 Januari 1948 tentang pengadaan/pembentukan panitia Hijrah.,Item,5 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,"Konsep, salinan",,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
307,,121502.0,,291,,Presiden RI Panglima Tertinggi Angkatan Perang: Surat Perintah No. 15/PT/48 tgl. 18 Maret 1948 tentang pemberian usul cara menyelenggarakan rekonstruksi dan rasionalisasi Angkatan Perang RI dari Panglima Besar Angkatan Perang.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
308,,121502.0,,292,,Presiden RI Panglima Tertinggi Angkatan Perang Besar Angkatan Perang Mobil: Surat Perintah No. 8/PT/48 tgl. 19 April 1948 tentang usul mengenai rekonstruksi dan rasionalisasi Angkatan Parang Perang RI.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
309,,121502.0,,293,,Panglima Tertinggi Angkatan Perang RI: Order Harian tentang mengutamakan jiwa patriot dan jiwa militer dalam rangka menyempurnakan ABRI.,Item,3 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
310,,121502.0,,294,,Panglima Tertinggi Angkatan Perang RI kepada Panglima Divisi I Kolonel Soekono: Surat Perintah No. 15/PT/48 tgl. 20 November 1948 tentang perintah untuk menghadap di Presidenan Jogjakarta.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
311,,121502.0,,295,,"Wakil Setneg kepada Kementerian Penerangan: Surat tgl. 28 Mei 1948 tentang permohonan untuk dapat diumumkannya Penetapan Bersama Menteri Pembangunan dan Pemuda dan Menteri Pertahanan No. 2642/I via Pers dan Radio, disertai lampiran.",Item,4 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Pertinggal,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
312,,121502.0,,296,,Menteri Kemakmuran: Surat-surat Penetapan No. 1571/T.O. dan No. 6414/T.O. tgl. 20 Maret 1948 dan 24 September 1948 tentang pembagian daerah-daerah Jawatan Perikanan di Jawa dan Madura.,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
313,,121502.0,,297,,Menteri Kemakmuran: Surat Penetapan No. 8277/T.O. tgl. 7 Desember 1948 tentang perubahan dalam Penetapan No. 4073/T.O. tgl. 28 Juni 1948.,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
314,,121502.0,,298,,Menteri Pembangungan dan Pemuda: Surat-surat Penetapan No. 3214//IIA dan No. K 720/I tgl. 7 Juni 1948 dan 25 Agustus 1948 tentang pembentukan dan pembubaran Panitia Interdependental transmigrasi.,Item,3 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
315,,121502.0,,299,,Menteri Pertahanan: Surat Penetapan No. J/148/1948 tgl. 5 April 1948 tentang pembentukan Komisi Pemindahan Tenaga.,Item,5 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
316,,121502.0,,300,,"Menteri Kehakiman: Surat Penetapan No. M 97 tgl. 18 Desember 1947 tentang Pengadilan Negeri, Pengadilan Kepolisian dan Kejaksaan Pengadilan Negeri di Jawa dan Madura.",Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
317,,121502.0,,301,,"Menteri Keuangan: Surat Penetapan No. TNU 1/1/34 tgl. 11 Agustus 1949 tentang pembentukan Jawatan keuangan Komisariat Pemerintah untuk Sumatera Utara, Sumatera Tengah dan Sumatera Selatan di tempat kedudukan Komisaris Pemerintah Daerah tersebut.",Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
318,,121502.0,,302,,"Menteri Perburuhan dan Sosial, Menteri Dalam Negeri dan Menteri Pendidikan, Pengajaran dan Kebudayaan: Surat tentang penerimaan penyerahan pelaksanaan penyelesaian urusan-urusan Kementerian Pembangunan dan Pemuda yang dibubarkan oleh ketiga kementerian tersebut, disertai lampiran dan surat pengantar.",Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Tembusan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
319,,121502.0,,303,,"Menteri Pengajaran, Pendidikan dan Kebudayaan: Surat Keputusan No. 1186/D tgl. 1 Maret 1947 tentang perpindahan tempat kedudukan Kantor Inspektur Sekolah Guru dan Sekolah Rakyat untuk daerah Jawa Tengah dari Madiun ke Jogjakarta.",Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
320,,121502.0,,304,,"Menteri Pengajaran, Pendidikan dan Kebudayaan: Surat Keputusan No. 225/BHG.A tgl. 14 Maret 1947 tentang tugas dan kewajiban Inspektur Olah Raga, disertai lampiran.",Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
321,,121502.0,,305,,"Menteri Pengajaran, Pendidikan dan Kebudayaan: Surat Keputusan No. 3973/A tgl. 15 Mei 1948 tentang pembentukan Dewan Penimbang Pengangkatan Guru Besar dan Pengangkatan sebagai Ketua Dewan Penimbang, Anggota Dewan Penimbang dan sebagai Pembantu Administratif dari Pimpinan Dewan Penimbang.",Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
322,,121502.0,,306,,"Menteri Pengajaran, Pendidikan dan Kebudayaan: Surat Keputusan No. 57/S tgl. 4 Agustus 1949 tentang pembatalan Putusan Menteri Pengajaran, Pendidikan dan Kebudayaan No. 6736/A dan susunan Kementerian Pengajaran, Pendidikan dan Kebudayaan.",Item,8 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
323,,121502.0,,307,,"Menteri Pengajaran, Pendidikan dan Kebudayaan: Surat Keputusan No. 56/C tgl. 8 September 1949 tentang pengubahan Surat-surat Keputusan Menteri Pengajaran, Pendidikan dan Kebudayaan No. 7660/D tgl. 27 Desember 1947 dan No. 7363/E tgl. 27 Agustus 1948, disertai lampiran.",Item,4 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
324,,121502.0,,308,,"Menteri Pengajaran, Pendidikan dan Kebudayaan: Surat Keputusan No. 218/A tgl. 29 September 1949 tentang pembentukan Panitia Pembantu Penyelenggaraan Kesejahteraan Pemuda dan Pengangkatan Ketua, Wakil Ketua, Anggota Panitia tersebut.",Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
325,,121502.0,,309,,"Menteri Pengajaran, Pendidikan dan Kebudayaan: Surat Keputusan No. 212/S tgl. 10 Oktober 1949 tentang pembentukan Panitia Perguruan Tinggi RIS yaitu suatu badan pembantu Kementerian Pengajaran, Pendidikan dan Kebudayaan.",Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
326,,121502.0,,310,,"Menteri Pengajaran, Pendidikan dan Kebudayaan: Surat Keputusan No. 289/A tgl. 20 Oktober 1949 tentang peraturan pemakaian sesuatu gedung yang langsung diurus/dikuasai/diawasi oleh Kementerian Pengajaran, Pendidikan dan Kebudayaan.",Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
327,,121502.0,,311,,"Menteri Pengajaran, Pendidikan dan Kebudayaan: Surat Keputusan No. 281/A tgl. 25 Oktober 1949 tentang perubahan pasal 2 dari Surat Keputusan dari Menteri PPK tgl. 19 Juli 1948 No. 6123/A bagian A (1) dan (2) bagian D (1) dan bagian E (1).",Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
328,,121502.0,,312,,"Menteri Pengajaran, Pendidikan dan Kebudayaan: Surat Keputusan No. 367/C tgl. 8 September 1949 tentang kepindahan tempat kedudukan Kementerian Pengajaran, Pendidikan dan Kebudayaan dari Solo ke Jogjakarta.",Item,4 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
329,,121502.0,,313,,Menteri Kemakmuran: Surat Keputusan No. 3334/Kab tgl. 1 Juni 1948 tentang pedoman cara menetapkan besarnya kerugian untuk pemakaian tanah oleh perusahaan-perusahaan Pertanian Negara dalam Daerah Istimewa Jogjakarta dan Karesidenan Surakarta.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Stensilan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
330,,121502.0,,314,,Menteri Kemakmuran: Surat Keputusan No. 3840/Kab tgl. 21 Juni 1948 tentang pembentukan Panitia Penyokong dan Pertimbangan bagi pelaksanaan rancangan produksi 3 tahun dan pengangkatan anggota-anggota panitia tersebut.,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
331,,121502.0,,315,,"Menteri Kemakmuran: Surat Keputusan No. 5284/Kab tgl. 5 Agustus 1948 tentang Susunan dan Tugas Kewajiban Kementerian Kemakmuran, disertai lampiran.",Item,6 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
332,,121502.0,,316,,"Menteri Kemakmuran: Surat Keputusan No. 3831/Kab tgl. 3 September 1948 tentang pembentukan suatu komisi yang berkewajiban mengadakan peninjauan keadaan dan sifat perekonomian masyarakat Indonesia, penyusunan ketua dan anggota komisi tersebut.",Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
333,,121502.0,,317,,Menteri Kemakmuran: Surat Keputusan No. 6954/T.O. tgl. 15 Oktober 1948 tentang tetap termasuknya (sementara) Urusan Pengawasan Milik Bangsa Asing (PMBA) dalam Kantor Pusat Kementerian Kemakmuran dan mengenai tugas kewajiban Urusan PMBA.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
334,,121502.0,,318,,"Menteri Kemakmuran: Surat Keputusan No. 65/T.O. tgl. 25 Oktober 1948 tentang ditariknya Bagian Pengawasan Milik Bangsa Asing dari Jawatan Pengumpulan, Penyimpanan dan Pembagian ke bawah Pimpinan Kantor Kementerian Kemakmuran.",Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
335,,121502.0,,319,,Menteri Kesehatan: Surat Keputusan No. 5/Peg/3 tgl. 30 April 1948 tentang Susunan Kantor Pusat kementerian Kesehatan Jogjakarta.,Item,4 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
336,,121502.0,,320,,"Menteri Kesehatan: Surat Keputusan No. 20/Peg/J tgl. 29 Juni 1948 tentang pembagian tugas di lingkungan karesidenan Semarang, Karesidenan Surakarta dan Karesidenan Banyumas.",Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
337,,121502.0,,321,,Menteri Kesehatan: Surat Keputusan No. 720/Peg/10/K tgl. 14 Desember 1949 tentang Pembentukan Kantor Perwakilan Kementerian Kesehatan di daerah Jakarta.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
338,,121502.0,,322,,Menteri Keuangan: Surat Keputusan No. TNU 1/21/9 tgl. 12 September 1949 tentang pembentukan Kantor Pusat Perbendaharaan di Jogjakarta.,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
339,,121502.0,,323,,Menteri Keuangan: Surat Keputusan No. 4.43/1/10 tgl. 14 September 1949 tentang pembentukan Kantor Perbendaharaan di Jakarta.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
340,,121502.0,,324,,Menteri Pembangunan dan Pemuda: Surat Keputusan tgl. 22 Juni 1948 tentang penyerahan kekuasaan dan kewajiban penyelenggaraan urusan-urusan penempatan tenaga yang berasal dari ketentaraan dan badan-badan perjuangan atau akibat rasionalisasi dan pemberian pekerjaan atau pendidikan dari Kementerian Pembangunan dan Pemuda kepada Jawatan Perusahaan.,Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
341,,121502.0,,325,,"Menteri Pertahanan: Surat Keputusan No. A/154/1948 tgl. 13 April 1948 tentang penghapusan Bagian Politik Kementerian Pertahanan, disertai surat pengantar.",Item,2 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
342,,121502.0,,326,,"Menteri Pekerjaan Umum: Surat Keputusan No. S9/2/7 tgl. 14 September 1949 tentang pembubaran organisasi yang terdiri dari penggabungan Pelayaran Nasional Indonesia, Penumpukan dan Angkutan dan Badan Pengangkutan Laut.",Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
343,,121502.0,,327,,Menteri Perburuhan dan Sosial: Surat Keputusan No. 2/K.U.2/5 tgl. 21 September 1949 tentang didirikan Jawatan Sosial Kementerian Perburuhan dan Sosial.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
344,,121502.0,,328,,"Menteri Persediaan Makanan Rakyat: Surat Keputusan No. 65/II/MTR tgl. 25 September 1948 dan 18 Oktober 1948 tentang pencabutan Surat Penetapan Menteri Negara Urusan Makanan No. 9/S/1947 tgl. 10 September 1947, disertai lampiran dan surat pengantar.",Item,3 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
345,,121502.0,,329,,Menteri Urusan Pegawai: Surat Keputusan No. 9/S/1949 tgl. 23 Desember 1949 tentang pengubahan peraturan Menteri Urusan Pegawai No. 3/S/1949 tgl. 30 Juli 1949.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
346,,121502.0,,330,,Menteri Negara RI Koordinator Keamanan: Surat Keputusan No. P/15 tgl. 29 Juni 1949 tentang dasar-dasar Pemerintah Daerah untuk Daerah Istimewa Jogjakarta dan pembekuan Peraturan Negara mengenai Pemerintahan Daerah di Daerah Istimewa Jogjakarta yang bertentangan dengan surat keputusan ini.,Item,5 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
347,,121502.0,,331,,Menteri Negara RI: Surat Keputusan No. P/1 tgl. 27 Mei 1949 tentang pembentukan Panitia Penerimaan Penyerahan Kembali Jawatan-Jawatan berkedudukan di Jogjakarta dan pengangkatan Ketua serta Anggota Panitia tersebut.,Item,4 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
348,,121502.0,,332,,Menteri Negara RI: Surat Keputusan No. P/2 tgl. 30 Mei 1949 tentang penyerahan Pimpinan Kantor Urusan Pegawai Negeri kepada Menteri Perburuhan dan Sosial untuk sementara sebelum ada keputusan Dewan Menteri RI.,Item,4 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
349,,121502.0,,333,,"Menteri Negara RI: Surat Keputusan No. P/4 tgl. 31 Mei 1949 tentang tugas kewajiban darurat dari Kementerian Pendidikan, Pengajaran dan Kebudayaan, disertai lampiran. ",Item,4 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,Nb. Lampiran tidak lengkap,Draft,,,,,,,,,,,Sekretariat Negara,,,id
350,,121502.0,,334,,"Menteri Negara RI: Surat Keputusan No. P/8 tgl. 1 Juni 1949 tentang pembentukan Panitia Penyambutan Kedatangan Pemerintah RI (Panitia Penyambutan) dengan Kedudukan di Jogjakarta dan pengangkatan Ketua, Wakil Ketua dan Anggota Panitia Penyambutan tersebut.",Item,5 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
351,,121502.0,,335,,Menteri Negara RI: Surat Keputusan No. P/12 tgl. 7 Juni 1949 tentang pembentukan Kantor Urusan Barang-barang RI (KUBRI) di Jogjakarta di bawah pengawasan Kementerian Kemakmuran dan pengangkatan Ir. Gunung Iskandar sebagai Pimpinan KUBRI.,Item,4 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Salinan,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
352,121503.0,121500.0,,0,,C. PENGELOLAAN DANA DAN KEUANGAN NEGARA,File,,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
353,,121503.0,,336,,Undang-undang No. 2 tgl. 16 Maret 1946 tentang batas waktu piutang pajak berakhir.,Item,4 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
354,,121503.0,,337,,Undang-undang No. 4 tgl. 29 April 1946 tentang pinjaman negara dan Undang-undang Perubahan Undang-undang Pinjaman Nasional 1946 tgl. 11 Juli 1946.,Item,9 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
355,,121503.0,,338,,"Undang-undang No. 4 dan 5 tgl. 10 April 1946 dan 10 Mei 1946 tentang penetapan tarif pajak pendapatan 1946/1947, tambahan pokok pajak dan tarif pajak upah, disertai penjelasannya.",Item,5 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
356,,121503.0,,339,,Undang-undang tgl. 12 Juni 1946 tentang perubahan Undang-undang No. 4 tahun 1946 mengenai pinjaman nasional.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
357,,121503.0,,340,,Undang-undang No. 10 tgl. 22 Juni 1946 tentang pembawaan uang dari daerah ke daerah lain di Jawa dan Madura.,Item,3 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
358,,121503.0,,341,,Undang-undang No. 11 tgl. 23 Juni 1946 tentang perubahan aturan Bea Materai 1921.,Item,1 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
359,,121503.0,,342,,Undang-undang No. 15 tgl. 21 September 1946 tentang penetapan tambahan pokok Pajak Bumi untuk tahun pajak 1946/1947.,Item,3 lembar,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Konsep,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
360,,121503.0,,343,,"Setneg kepada Kementerian Pertahanan: Undang-undang No. 17 tahun 1946 tentang Pengeluaran Uang RI (I) dan Undang-undang No. 18 tahun 1946 tgl. 1 Oktober 1946 tentang kewajiban menyimpan uang dalam Bank, disertai surat pengantar.",Item,1 sampul,Arsip Nasional Republik Indonesia (ANRI),,,,,,,,,id,,,,,,,,,,,Pertinggal,,,,,,,,,,,,,,,Draft,,,,,,,,,,,Sekretariat Negara,,,id
